ad_id,ad_url,ad_type,regions,advertiser_id,advertiser_name,ad_campaigns_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,geo_targeting_included,geo_targeting_excluded,spend_range_min_usd,spend_range_max_usd,spend_range_min_eur,spend_range_max_eur,spend_range_min_inr,spend_range_max_inr,spend_range_min_bgn,spend_range_max_bgn,spend_range_min_hrk,spend_range_max_hrk,spend_range_min_czk,spend_range_max_czk,spend_range_min_dkk,spend_range_max_dkk,spend_range_min_huf,spend_range_max_huf,spend_range_min_pln,spend_range_max_pln,spend_range_min_ron,spend_range_max_ron,spend_range_min_sek,spend_range_max_sek,spend_range_min_gbp,spend_range_max_gbp,spend_range_min_nzd,spend_range_max_nzd
CR576272392217690112,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR576272392217690112,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-21,2020-09-27,4,≤ 10k,,2020-09-21 16:15:00 UTC,2020-09-27 21:00:00 UTC,Not targeted,Not targeted,Zlin,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR199909115353366528,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR199909115353366528,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-05-17,2021-05-18,2,≤ 10k,,2021-05-17 21:15:00 UTC,2021-05-18 21:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR375020360849948672,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR375020360849948672,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-04-09,2021-04-10,2,≤ 10k,,2021-04-09 11:45:00 UTC,2021-04-10 21:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR474859624424538112,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR474859624424538112,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-05-22,2020-05-23,2,≤ 10k,,2020-05-22 23:15:00 UTC,2020-05-23 22:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR536342356144685056,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR536342356144685056,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-03-20,2021-03-21,2,≤ 10k,,2021-03-21 04:15:00 UTC,2021-03-21 20:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR9903473030070272,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR9903473030070272,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-07-29,2021-07-30,2,≤ 10k,,2021-07-29 16:30:00 UTC,2021-07-30 19:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR394463712158679040,https://transparencyreport.google.com/political-ads/library/advertiser/AR553497074000199680/creative/CR394463712158679040,Image,"CZ, EU",AR553497074000199680,"PULARY, s. r. o.",,2021-08-11,2021-08-16,6,≤ 10k,,2021-08-11 10:00:00 UTC,2021-08-17 06:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Ostrava,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR308015194540343296,https://transparencyreport.google.com/political-ads/library/advertiser/AR561937852967944192/creative/CR308015194540343296,Image,"CZ, EU",AR561937852967944192,Česká Produkční Social Media s.r.o.,,2020-08-31,2020-09-30,31,10k-100k,,2020-09-01 03:00:00 UTC,2020-09-30 19:00:00 UTC,"35-44, 45-54, 55-64, ≥65",Not targeted,Olomouc Region,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR84714622141071360,https://transparencyreport.google.com/political-ads/library/advertiser/AR561937852967944192/creative/CR84714622141071360,Image,"CZ, EU",AR561937852967944192,Česká Produkční Social Media s.r.o.,,2019-04-25,2019-05-10,16,10k-100k,,2019-04-25 07:00:00 UTC,2019-05-10 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"South Moravian Region, Olomouc Region, Zlin Region",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR144212701013344256,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR144212701013344256,Image,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-09-18,2020-10-02,15,≤ 10k,,2020-09-19 06:00:00 UTC,2020-10-02 09:45:00 UTC,Not targeted,Not targeted,"Kolin, Kourim, Cesky Brod,Central Bohemian Region,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR258036343743971328,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR258036343743971328,Image,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-09-25,2020-09-30,6,≤ 10k,,2020-09-25 18:15:00 UTC,2020-09-30 21:45:00 UTC,Not targeted,Not targeted,Vysocina Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR13272960773128192,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR13272960773128192,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-04,2020-10-10,7,10k-100k,,2020-10-05 06:30:00 UTC,2020-10-10 11:30:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR217258756004642816,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR217258756004642816,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-03,2020-10-04,2,≤ 10k,,2020-10-03 17:15:00 UTC,2020-10-04 17:00:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR319199426818080768,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR319199426818080768,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-02,2020-09-29,22,≤ 10k,,2020-09-02 22:00:00 UTC,2020-09-29 10:30:00 UTC,Not targeted,Not targeted,Pardubice Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR556005094382895104,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR556005094382895104,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-01,2020-10-01,1,≤ 10k,,2020-10-01 09:15:00 UTC,2020-10-01 09:30:00 UTC,Not targeted,Not targeted,South Bohemian Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR87988040055652352,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR87988040055652352,Text,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2021-08-03,2021-08-20,8,≤ 10k,,2021-08-03 11:15:00 UTC,2021-08-20 09:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR466534053659541504,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR466534053659541504,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-04-28,2019-05-15,16,≤ 10k,,2019-04-28 07:00:00 UTC,2019-05-15 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR72319552683245568,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR72319552683245568,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-17,2019-05-28,9,≤ 10k,,2019-05-17 07:00:00 UTC,2019-05-28 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR151001979156430848,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR151001979156430848,Image,"CZ, EU",AR268709096956362752,TOP 09,,2019-04-01,2019-04-05,5,10k-100k,,2019-04-01 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR255253273655640064,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR255253273655640064,Image,"CZ, EU",AR268709096956362752,TOP 09,,2019-04-03,2019-04-05,3,≤ 10k,,2019-04-03 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR445452636183855104,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR445452636183855104,Image,"CZ, EU",AR268709096956362752,TOP 09,,2020-06-11,2020-06-23,13,≤ 10k,,2020-06-11 22:45:00 UTC,2020-06-23 07:00:00 UTC,Not targeted,Not targeted,"Liberec Region, Ceska Lipa, Jablonec nad Nisou, Liberec",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR155892606876778496,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR155892606876778496,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-11,2019-04-16,6,≤ 10k,,2019-04-11 07:00:00 UTC,2019-04-16 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR202357693388685312,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR202357693388685312,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-20,2019-05-22,3,≤ 10k,,2019-05-20 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR2031347732316160,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR2031347732316160,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-25,2019-05-09,15,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-09 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR206512747830050816,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR206512747830050816,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-19,2019-05-22,4,≤ 10k,,2019-05-19 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR259430043451654144,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR259430043451654144,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-19,2019-05-22,4,≤ 10k,,2019-05-19 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR330465091675750400,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR330465091675750400,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,11,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR342510516435943424,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR342510516435943424,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-14,6,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-17 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR348140015970156544,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR348140015970156544,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-19,11,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR358964433067704320,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR358964433067704320,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-17,5,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-17 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR455932562544525312,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR455932562544525312,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,11,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR77853394705842176,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR77853394705842176,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-20,2019-05-20,1,≤ 10k,,2019-05-20 07:00:00 UTC,2019-05-20 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR156332617686319104,https://transparencyreport.google.com/political-ads/library/advertiser/AR410606776237424640/creative/CR156332617686319104,Image,"CZ, EU",AR410606776237424640,Strana soukromníků České republiky,,2020-10-04,2020-10-04,1,≤ 10k,,2020-10-04 11:15:00 UTC,2020-10-04 17:15:00 UTC,Not targeted,Not targeted,"Kunovice, Uherske Hradiste, Knezpole, Veseli nad Moravou, Dolni Nemci,Zlin Region,Czechia, Ostrozska Nova Ves,Zlin Region,Czechia",Slovakia,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR458379456952664064,https://transparencyreport.google.com/political-ads/library/advertiser/AR421297465233244160/creative/CR458379456952664064,Image,"CZ, EU",AR421297465233244160,Česká strana sociálně demokratická,,2020-09-30,2020-10-01,2,≤ 10k,,2020-09-30 14:00:00 UTC,2020-10-01 22:45:00 UTC,Not targeted,Not targeted,"Plzen Region, Plzen",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR66387618731917312,https://transparencyreport.google.com/political-ads/library/advertiser/AR451216688453517312/creative/CR66387618731917312,Image,"CZ, EU",AR451216688453517312,MUDr. Pavel Stodůlka Ph.D,,2020-09-12,2020-09-25,14,10k-100k,,2020-09-12 13:15:00 UTC,2020-09-25 14:30:00 UTC,Not targeted,Not targeted,"Zlin Region, Zlin, Valasske Klobouky, Vizovice,Zlin Region,Czechia","Bystrice pod Hostynem, Holesov, Kromeriz, Uherske Hradiste, Uhersky Brod, Roznov pod Radhostem, Valasske Mezirici, Vsetin, Chropyne, Zubri, Luhacovice,Zlin Region,Czechia, Napajedla,Zlin Region,Czechia, Slavicin,Zlin Region,Czechia",0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR110000297203466240,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR110000297203466240,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-09-22,2020-10-04,8,≤ 10k,,2020-09-22 13:30:00 UTC,2020-10-04 21:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR528893886421008384,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR528893886421008384,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-09-10,14,≤ 10k,,2020-08-26 10:00:00 UTC,2020-09-10 19:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR92812181682257920,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR92812181682257920,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-10-05,36,≤ 10k,,2020-08-26 10:30:00 UTC,2020-10-05 10:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Louny, Zatec, Rakovnik",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR323357848513806336,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR323357848513806336,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2019-05-09,2019-05-09,1,≤ 10k,,2019-05-09 13:00:00 UTC,2019-05-09 21:00:00 UTC,Not targeted,Not targeted,"Czech Republic, Prague",Prague,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR569015134438031360,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR569015134438031360,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-05-09,2019-05-22,2,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-22 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR361866112972881920,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR361866112972881920,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-06-21,2020-06-22,2,≤ 10k,,2020-06-22 01:45:00 UTC,2020-06-22 19:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR522885433332334592,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR522885433332334592,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-05-08,2021-05-09,2,≤ 10k,,2021-05-08 18:00:00 UTC,2021-05-09 20:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR561976129716486144,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR561976129716486144,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-05-19,2020-05-20,2,≤ 10k,,2020-05-19 11:30:00 UTC,2020-05-20 16:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR107617105750261760,https://transparencyreport.google.com/political-ads/library/advertiser/AR535529439094636544/creative/CR107617105750261760,Image,"CZ, EU",AR535529439094636544,Konver Agency s.r.o.,,2020-09-09,2020-09-11,3,≤ 10k,,2020-09-09 09:45:00 UTC,2020-09-11 14:15:00 UTC,Not targeted,Not targeted,Moravian-Silesian Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR73582238708531200,https://transparencyreport.google.com/political-ads/library/advertiser/AR553497074000199680/creative/CR73582238708531200,Image,"CZ, EU",AR553497074000199680,"PULARY, s. r. o.",,2021-08-11,2021-08-17,7,≤ 10k,,2021-08-11 11:00:00 UTC,2021-08-17 07:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Ostrava,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR91695352746344448,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR91695352746344448,Image,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-10-08,2020-10-08,1,≤ 10k,,2020-10-08 08:30:00 UTC,2020-10-09 01:30:00 UTC,Not targeted,Not targeted,"Louny, Zatec, Rakovnik, Jesenice,Central Bohemian Region,Czechia, Nove Straseci,Central Bohemian Region,Czechia, Roztoky,Praha-zapad,Central Bohemian Region,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR140555175583547392,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR140555175583547392,Video,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-01,2020-09-29,29,≤ 10k,,2020-09-01 17:15:00 UTC,2020-09-29 08:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age","Male, Female, Unknown gender",Pardubice Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR205098157401440256,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR205098157401440256,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-04,2020-10-10,7,≤ 10k,,2020-10-05 07:00:00 UTC,2020-10-10 11:15:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
